Região,UF,Município / DSEI,Cód. IBGE,Perfil município
Nordeste,BA,Ibititá,291310,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ibotirama,291320,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ichu,291330,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Igaporã,291340,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Igrapiúna,291345,Perfil 7 - Extrema Pobreza
Nordeste,BA,Iguaí,291350,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ilhéus,291360,Perfil 5 - G100
Nordeste,BA,Inhambupe,291370,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ipecaetá,291380,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ipiaú,291390,Perfil 4 - Grupo I do PAB
Nordeste,BA,Ipirá,291400,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ipupiara,291410,Perfil 7 - Extrema Pobreza
Nordeste,BA,Irajuba,291420,Perfil 7 - Extrema Pobreza
Nordeste,BA,Iramaia,291430,Perfil 7 - Extrema Pobreza
Nordeste,BA,Iraquara,291440,Perfil 7 - Extrema Pobreza
Nordeste,BA,Irará,291450,Perfil 7 - Extrema Pobreza
Nordeste,BA,Irecê,291460,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itabela,291465,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itaberaba,291470,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itabuna,291480,Perfil 1 - Grupos III e IV do PAB
Nordeste,BA,Itacaré,291490,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itaeté,291500,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itagi,291510,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itagibá,291520,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itagimirim,291530,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itaguaçu da Bahia,291535,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itaju do Colônia,291540,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itajuípe,291550,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itamaraju,291560,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itamari,291570,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itambé,291580,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itanagra,291590,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itanhém,291600,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itaparica,291610,Perfil 3 - Capitais e RM
Nordeste,BA,Itapé,291620,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itapebi,291630,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itapetinga,291640,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itapicuru,291650,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itapitanga,291660,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itaquara,291670,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itarantim,291680,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itatim,291685,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itiruçu,291690,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Itiúba,291700,Perfil 7 - Extrema Pobreza
Nordeste,BA,Itororó,291710,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Ituaçu,291720,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ituberá,291730,Perfil 4 - Grupo I do PAB
Nordeste,BA,Iuiú,291733,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jaborandi,291735,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jacaraci,291740,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Jacobina,291750,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Jaguaquara,291760,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Jaguarari,291770,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jaguaripe,291780,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jandaíra,291790,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jequié,291800,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Jeremoabo,291810,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jiquiriçá,291820,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jitaúna,291830,Perfil 7 - Extrema Pobreza
Nordeste,BA,João Dourado,291835,Perfil 7 - Extrema Pobreza
Nordeste,BA,Juazeiro,291840,Perfil 3 - Capitais e RM
Nordeste,BA,Jucuruçu,291845,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jussara,291850,Perfil 7 - Extrema Pobreza
Nordeste,BA,Jussari,291855,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Jussiape,291860,Perfil 7 - Extrema Pobreza
Nordeste,BA,Lafaiete Coutinho,291870,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Lagoa Real,291875,Perfil 7 - Extrema Pobreza
Nordeste,BA,Laje,291880,Perfil 7 - Extrema Pobreza
Nordeste,BA,Lajedão,291890,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Lajedinho,291900,Perfil 7 - Extrema Pobreza
Nordeste,BA,Lajedo do Tabocal,291905,Perfil 7 - Extrema Pobreza
Nordeste,BA,Lamarão,291910,Perfil 7 - Extrema Pobreza
Nordeste,BA,Lapão,291915,Perfil 7 - Extrema Pobreza
Nordeste,BA,Lauro de Freitas,291920,Perfil 3 - Capitais e RM
Nordeste,BA,Lençóis,291930,Perfil 7 - Extrema Pobreza
Nordeste,BA,Licínio de Almeida,291940,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Livramento de Nossa Senhora,291950,Perfil 7 - Extrema Pobreza
Nordeste,BA,Luís Eduardo Magalhães,291955,Perfil 2 - Grupo II do PAB
Nordeste,BA,Macajuba,291960,Perfil 7 - Extrema Pobreza
Nordeste,BA,Macarani,291970,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Macaúbas,291980,Perfil 7 - Extrema Pobreza
Nordeste,BA,Macururé,291990,Perfil 7 - Extrema Pobreza
Nordeste,BA,Madre de Deus,291992,Perfil 3 - Capitais e RM
Nordeste,BA,Maetinga,291995,Perfil 7 - Extrema Pobreza
Nordeste,BA,Maiquinique,292000,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Mairi,292010,Perfil 7 - Extrema Pobreza
Nordeste,BA,Malhada,292020,Perfil 7 - Extrema Pobreza
Nordeste,BA,Malhada de Pedras,292030,Perfil 7 - Extrema Pobreza
Nordeste,BA,Manoel Vitorino,292040,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mansidão,292045,Perfil 7 - Extrema Pobreza
Nordeste,BA,Maracás,292050,Perfil 7 - Extrema Pobreza
Nordeste,BA,Maragogipe,292060,Perfil 7 - Extrema Pobreza
Nordeste,BA,Maraú,292070,Perfil 7 - Extrema Pobreza
Nordeste,BA,Marcionílio Souza,292080,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mascote,292090,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mata de São João,292100,Perfil 3 - Capitais e RM
Nordeste,BA,Matina,292105,Perfil 7 - Extrema Pobreza
Nordeste,BA,Medeiros Neto,292110,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Miguel Calmon,292120,Perfil 7 - Extrema Pobreza
Nordeste,BA,Milagres,292130,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mirangaba,292140,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mirante,292145,Perfil 7 - Extrema Pobreza
Nordeste,BA,Monte Santo,292150,Perfil 7 - Extrema Pobreza
Nordeste,BA,Morpará,292160,Perfil 7 - Extrema Pobreza
Nordeste,BA,Morro do Chapéu,292170,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mortugaba,292180,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Mucugê,292190,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mucuri,292200,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Mulungu do Morro,292205,Perfil 7 - Extrema Pobreza
Nordeste,BA,Mundo Novo,292210,Perfil 7 - Extrema Pobreza
Nordeste,BA,Muniz Ferreira,292220,Perfil 7 - Extrema Pobreza
Nordeste,BA,Muquém de São Francisco,292225,Perfil 7 - Extrema Pobreza
Nordeste,BA,Muritiba,292230,Perfil 4 - Grupo I do PAB
Nordeste,BA,Mutuípe,292240,Perfil 7 - Extrema Pobreza
Nordeste,BA,Nazaré,292250,Perfil 4 - Grupo I do PAB
Nordeste,BA,Nilo Peçanha,292260,Perfil 7 - Extrema Pobreza
Nordeste,BA,Nordestina,292265,Perfil 7 - Extrema Pobreza
Nordeste,BA,Nova Canaã,292270,Perfil 7 - Extrema Pobreza
Nordeste,BA,Nova Fátima,292273,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Nova Ibiá,292275,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Nova Itarana,292280,Perfil 7 - Extrema Pobreza
Nordeste,BA,Nova Redenção,292285,Perfil 7 - Extrema Pobreza
Nordeste,BA,Nova Soure,292290,Perfil 7 - Extrema Pobreza
Nordeste,BA,Nova Viçosa,292300,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Novo Horizonte,292303,Perfil 7 - Extrema Pobreza
Nordeste,BA,Novo Triunfo,292305,Perfil 7 - Extrema Pobreza
Nordeste,BA,Olindina,292310,Perfil 7 - Extrema Pobreza
Nordeste,BA,Oliveira dos Brejinhos,292320,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ouriçangas,292330,Perfil 4 - Grupo I do PAB
Nordeste,BA,Ourolândia,292335,Perfil 7 - Extrema Pobreza
Nordeste,BA,Palmas de Monte Alto,292340,Perfil 7 - Extrema Pobreza
Nordeste,BA,Palmeiras,292350,Perfil 7 - Extrema Pobreza
Nordeste,BA,Paramirim,292360,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Paratinga,292370,Perfil 7 - Extrema Pobreza
Nordeste,BA,Paripiranga,292380,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pau Brasil,292390,Perfil 7 - Extrema Pobreza
Nordeste,BA,Paulo Afonso,292400,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Pé de Serra,292405,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pedrão,292410,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pedro Alexandre,292420,Perfil 7 - Extrema Pobreza
Nordeste,BA,Piatã,292430,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pilão Arcado,292440,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pindaí,292450,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pindobaçu,292460,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pintadas,292465,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Piraí do Norte,292467,Perfil 7 - Extrema Pobreza
Nordeste,BA,Piripá,292470,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Piritiba,292480,Perfil 7 - Extrema Pobreza
Nordeste,BA,Planaltino,292490,Perfil 7 - Extrema Pobreza
Nordeste,BA,Planalto,292500,Perfil 7 - Extrema Pobreza
Nordeste,BA,Poções,292510,Perfil 7 - Extrema Pobreza
Nordeste,BA,Pojuca,292520,Perfil 3 - Capitais e RM
Nordeste,BA,Ponto Novo,292525,Perfil 7 - Extrema Pobreza
Nordeste,BA,Porto Seguro,292530,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Potiraguá,292540,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Prado,292550,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Presidente Dutra,292560,Perfil 7 - Extrema Pobreza
Nordeste,BA,Presidente Jânio Quadros,292570,Perfil 7 - Extrema Pobreza
Nordeste,BA,Presidente Tancredo Neves,292575,Perfil 7 - Extrema Pobreza
Nordeste,BA,Queimadas,292580,Perfil 7 - Extrema Pobreza
Nordeste,BA,Quijingue,292590,Perfil 7 - Extrema Pobreza
Nordeste,BA,Quixabeira,292593,Perfil 7 - Extrema Pobreza
Nordeste,BA,Rafael Jambeiro,292595,Perfil 7 - Extrema Pobreza
Nordeste,BA,Remanso,292600,Perfil 7 - Extrema Pobreza
Nordeste,BA,Retirolândia,292610,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Riachão das Neves,292620,Perfil 7 - Extrema Pobreza
Nordeste,BA,Riachão do Jacuípe,292630,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Riacho de Santana,292640,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ribeira do Amparo,292650,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ribeira do Pombal,292660,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Ribeirão do Largo,292665,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Rio de Contas,292670,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Rio do Antônio,292680,Perfil 7 - Extrema Pobreza
Nordeste,BA,Rio do Pires,292690,Perfil 7 - Extrema Pobreza
Nordeste,BA,Rio Real,292700,Perfil 7 - Extrema Pobreza
Nordeste,BA,Rodelas,292710,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ruy Barbosa,292720,Perfil 7 - Extrema Pobreza
Nordeste,BA,Salinas da Margarida,292730,Perfil 7 - Extrema Pobreza
Nordeste,BA,Salvador,292740,Perfil 3 - Capitais e RM
Nordeste,BA,Santa Bárbara,292750,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santa Brígida,292760,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santa Cruz Cabrália,292770,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Santa Cruz da Vitória,292780,Perfil 4 - Grupo I do PAB
Nordeste,BA,Santa Inês,292790,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santa Luzia,292805,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Santa Maria da Vitória,292810,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santa Rita de Cássia,292840,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santa Teresinha,292850,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santaluz,292800,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santana,292820,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santanópolis,292830,Perfil 7 - Extrema Pobreza
Nordeste,BA,Santo Amaro,292860,Perfil 2 - Grupo II do PAB
Nordeste,BA,Santo Antônio de Jesus,292870,Perfil 5 - G100
Nordeste,BA,Santo Estêvão,292880,Perfil 7 - Extrema Pobreza
Nordeste,BA,São Desidério,292890,Perfil 7 - Extrema Pobreza
Nordeste,BA,São Domingos,292895,Perfil 6 - Áreas vulneráveis
Nordeste,BA,São Felipe,292910,Perfil 7 - Extrema Pobreza
Nordeste,BA,São Félix,292900,Perfil 7 - Extrema Pobreza
Nordeste,BA,São Félix do Coribe,292905,Perfil 6 - Áreas vulneráveis
Nordeste,BA,São Francisco do Conde,292920,Perfil 3 - Capitais e RM
Nordeste,BA,São Gabriel,292925,Perfil 7 - Extrema Pobreza
Nordeste,BA,São Gonçalo dos Campos,292930,Perfil 4 - Grupo I do PAB
Nordeste,BA,São José da Vitória,292935,Perfil 7 - Extrema Pobreza
Nordeste,BA,São José do Jacuípe,292937,Perfil 7 - Extrema Pobreza
Nordeste,BA,São Miguel das Matas,292940,Perfil 7 - Extrema Pobreza
Nordeste,BA,São Sebastião do Passé,292950,Perfil 3 - Capitais e RM
Nordeste,BA,Sapeaçu,292960,Perfil 7 - Extrema Pobreza
Nordeste,BA,Sátiro Dias,292970,Perfil 7 - Extrema Pobreza
Nordeste,BA,Saubara,292975,Perfil 7 - Extrema Pobreza
Nordeste,BA,Saúde,292980,Perfil 7 - Extrema Pobreza
Nordeste,BA,Seabra,292990,Perfil 7 - Extrema Pobreza
Nordeste,BA,Sebastião Laranjeiras,293000,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Senhor do Bonfim,293010,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Sento Sé,293020,Perfil 7 - Extrema Pobreza
Nordeste,BA,Serra do Ramalho,293015,Perfil 7 - Extrema Pobreza
Nordeste,BA,Serra Dourada,293030,Perfil 7 - Extrema Pobreza
Nordeste,BA,Serra Preta,293040,Perfil 7 - Extrema Pobreza
Nordeste,BA,Serrinha,293050,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Serrolândia,293060,Perfil 7 - Extrema Pobreza
Nordeste,BA,Simões Filho,293070,Perfil 3 - Capitais e RM
Nordeste,BA,Sítio do Mato,293075,Perfil 7 - Extrema Pobreza
Nordeste,BA,Sítio do Quinto,293076,Perfil 7 - Extrema Pobreza
Nordeste,BA,Sobradinho,293077,Perfil 3 - Capitais e RM
Nordeste,BA,Souto Soares,293080,Perfil 7 - Extrema Pobreza
Nordeste,BA,Tabocas do Brejo Velho,293090,Perfil 7 - Extrema Pobreza
Nordeste,BA,Tanhaçu,293100,Perfil 7 - Extrema Pobreza
Nordeste,BA,Tanque Novo,293105,Perfil 7 - Extrema Pobreza
Nordeste,BA,Tanquinho,293110,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Taperoá,293120,Perfil 7 - Extrema Pobreza
Nordeste,BA,Tapiramutá,293130,Perfil 7 - Extrema Pobreza
Nordeste,BA,Teixeira de Freitas,293135,Perfil 5 - G100
Nordeste,BA,Teodoro Sampaio,293140,Perfil 7 - Extrema Pobreza
Nordeste,BA,Teofilândia,293150,Perfil 7 - Extrema Pobreza
Nordeste,BA,Teolândia,293160,Perfil 7 - Extrema Pobreza
Nordeste,BA,Terra Nova,293170,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Tremedal,293180,Perfil 7 - Extrema Pobreza
Nordeste,BA,Tucano,293190,Perfil 7 - Extrema Pobreza
Nordeste,BA,Uauá,293200,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ubaíra,293210,Perfil 7 - Extrema Pobreza
Nordeste,BA,Ubaitaba,293220,Perfil 4 - Grupo I do PAB
Nordeste,BA,Ubatã,293230,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Uibaí,293240,Perfil 7 - Extrema Pobreza
Nordeste,BA,Umburanas,293245,Perfil 7 - Extrema Pobreza
Nordeste,BA,Una,293250,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Urandi,293260,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Uruçuca,293270,Perfil 4 - Grupo I do PAB
Nordeste,BA,Utinga,293280,Perfil 7 - Extrema Pobreza
Nordeste,BA,Valença,293290,Perfil 5 - G100
Nordeste,BA,Valente,293300,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Várzea da Roça,293305,Perfil 7 - Extrema Pobreza
Nordeste,BA,Várzea do Poço,293310,Perfil 7 - Extrema Pobreza
Nordeste,BA,Várzea Nova,293315,Perfil 7 - Extrema Pobreza
Nordeste,BA,Varzedo,293317,Perfil 7 - Extrema Pobreza
Nordeste,BA,Vera Cruz,293320,Perfil 7 - Extrema Pobreza
Nordeste,BA,Vereda,293325,Perfil 6 - Áreas vulneráveis
Nordeste,BA,Vitória da Conquista,293330,Perfil 5 - G100
Nordeste,BA,Wagner,293340,Perfil 7 - Extrema Pobreza
Nordeste,BA,Wanderley,293345,Perfil 7 - Extrema Pobreza
Nordeste,BA,Wenceslau Guimarães,293350,Perfil 7 - Extrema Pobreza
Nordeste,BA,Xique-Xique,293360,Perfil 7 - Extrema Pobreza
Nordeste,CE,Abaiara,230010,Perfil 7 - Extrema Pobreza
Nordeste,CE,Acarape,230015,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Acaraú,230020,Perfil 7 - Extrema Pobreza
Nordeste,CE,Acopiara,230030,Perfil 7 - Extrema Pobreza
Nordeste,CE,Aiuaba,230040,Perfil 7 - Extrema Pobreza
Nordeste,CE,Alcântaras,230050,Perfil 7 - Extrema Pobreza
Nordeste,CE,Altaneira,230060,Perfil 7 - Extrema Pobreza
Nordeste,CE,Alto Santo,230070,Perfil 7 - Extrema Pobreza
Nordeste,CE,Amontada,230075,Perfil 7 - Extrema Pobreza
Nordeste,CE,Antonina do Norte,230080,Perfil 7 - Extrema Pobreza
Nordeste,CE,Apuiarés,230090,Perfil 7 - Extrema Pobreza
Nordeste,CE,Aquiraz,230100,Perfil 3 - Capitais e RM
Nordeste,CE,Aracati,230110,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Aracoiaba,230120,Perfil 7 - Extrema Pobreza
Nordeste,CE,Ararendá,230125,Perfil 7 - Extrema Pobreza
Nordeste,CE,Araripe,230130,Perfil 7 - Extrema Pobreza
Nordeste,CE,Aratuba,230140,Perfil 7 - Extrema Pobreza
Nordeste,CE,Arneiroz,230150,Perfil 7 - Extrema Pobreza
Nordeste,CE,Assaré,230160,Perfil 7 - Extrema Pobreza
Nordeste,CE,Aurora,230170,Perfil 7 - Extrema Pobreza
Nordeste,CE,Baixio,230180,Perfil 7 - Extrema Pobreza
Nordeste,CE,Banabuiú,230185,Perfil 7 - Extrema Pobreza
Nordeste,CE,Barbalha,230190,Perfil 3 - Capitais e RM
Nordeste,CE,Barreira,230195,Perfil 7 - Extrema Pobreza
Nordeste,CE,Barro,230200,Perfil 7 - Extrema Pobreza
Nordeste,CE,Barroquinha,230205,Perfil 7 - Extrema Pobreza
Nordeste,CE,Baturité,230210,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Beberibe,230220,Perfil 7 - Extrema Pobreza
Nordeste,CE,Bela Cruz,230230,Perfil 7 - Extrema Pobreza
Nordeste,CE,Boa Viagem,230240,Perfil 7 - Extrema Pobreza
Nordeste,CE,Brejo Santo,230250,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Camocim,230260,Perfil 7 - Extrema Pobreza
Nordeste,CE,Campos Sales,230270,Perfil 7 - Extrema Pobreza
Nordeste,CE,Canindé,230280,Perfil 7 - Extrema Pobreza
Nordeste,CE,Capistrano,230290,Perfil 7 - Extrema Pobreza
Nordeste,CE,Caridade,230300,Perfil 7 - Extrema Pobreza
Nordeste,CE,Cariré,230310,Perfil 7 - Extrema Pobreza
Nordeste,CE,Caririaçu,230320,Perfil 7 - Extrema Pobreza
Nordeste,CE,Cariús,230330,Perfil 7 - Extrema Pobreza
Nordeste,CE,Carnaubal,230340,Perfil 7 - Extrema Pobreza
Nordeste,CE,Cascavel,230350,Perfil 3 - Capitais e RM
Nordeste,CE,Catarina,230360,Perfil 7 - Extrema Pobreza
Nordeste,CE,Catunda,230365,Perfil 7 - Extrema Pobreza
Nordeste,CE,Caucaia,230370,Perfil 5 - G100
Nordeste,CE,Cedro,230380,Perfil 7 - Extrema Pobreza
Nordeste,CE,Chaval,230390,Perfil 7 - Extrema Pobreza
Nordeste,CE,Choró,230393,Perfil 7 - Extrema Pobreza
Nordeste,CE,Chorozinho,230395,Perfil 7 - Extrema Pobreza
Nordeste,CE,Coreaú,230400,Perfil 7 - Extrema Pobreza
Nordeste,CE,Crateús,230410,Perfil 7 - Extrema Pobreza
Nordeste,CE,Crato,230420,Perfil 5 - G100
Nordeste,CE,Croatá,230423,Perfil 7 - Extrema Pobreza
Nordeste,CE,Cruz,230425,Perfil 7 - Extrema Pobreza
Nordeste,CE,Deputado Irapuan Pinheiro,230426,Perfil 7 - Extrema Pobreza
Nordeste,CE,DISTRITO SANITARIO ESPECIAL INDIGENA CEARA,230440,Perfil 8 - Saúde Indígena
Nordeste,CE,Ererê,230427,Perfil 7 - Extrema Pobreza
Nordeste,CE,Eusébio,230428,Perfil 3 - Capitais e RM
Nordeste,CE,Farias Brito,230430,Perfil 7 - Extrema Pobreza
Nordeste,CE,Forquilha,230435,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Fortaleza,230440,Perfil 3 - Capitais e RM
Nordeste,CE,Fortim,230445,Perfil 7 - Extrema Pobreza
Nordeste,CE,Frecheirinha,230450,Perfil 7 - Extrema Pobreza
Nordeste,CE,General Sampaio,230460,Perfil 7 - Extrema Pobreza
Nordeste,CE,Graça,230465,Perfil 7 - Extrema Pobreza
Nordeste,CE,Granja,230470,Perfil 7 - Extrema Pobreza
Nordeste,CE,Granjeiro,230480,Perfil 7 - Extrema Pobreza
Nordeste,CE,Groaíras,230490,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Guaiúba,230495,Perfil 7 - Extrema Pobreza
Nordeste,CE,Guaraciaba do Norte,230500,Perfil 7 - Extrema Pobreza
Nordeste,CE,Guaramiranga,230510,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Hidrolândia,230520,Perfil 7 - Extrema Pobreza
Nordeste,CE,Horizonte,230523,Perfil 3 - Capitais e RM
Nordeste,CE,Ibaretama,230526,Perfil 7 - Extrema Pobreza
Nordeste,CE,Ibiapina,230530,Perfil 7 - Extrema Pobreza
Nordeste,CE,Ibicuitinga,230533,Perfil 7 - Extrema Pobreza
Nordeste,CE,Icapuí,230535,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Icó,230540,Perfil 7 - Extrema Pobreza
Nordeste,CE,Iguatu,230550,Perfil 5 - G100
Nordeste,CE,Independência,230560,Perfil 7 - Extrema Pobreza
Nordeste,CE,Ipaporanga,230565,Perfil 7 - Extrema Pobreza
Nordeste,CE,Ipaumirim,230570,Perfil 7 - Extrema Pobreza
Nordeste,CE,Ipu,230580,Perfil 7 - Extrema Pobreza
Nordeste,CE,Ipueiras,230590,Perfil 7 - Extrema Pobreza
Nordeste,CE,Iracema,230600,Perfil 7 - Extrema Pobreza
Nordeste,CE,Irauçuba,230610,Perfil 7 - Extrema Pobreza
Nordeste,CE,Itaiçaba,230620,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Itaitinga,230625,Perfil 3 - Capitais e RM
Nordeste,CE,Itapagé,230630,Perfil 7 - Extrema Pobreza
Nordeste,CE,Itapipoca,230640,Perfil 5 - G100
Nordeste,CE,Itapiúna,230650,Perfil 7 - Extrema Pobreza
Nordeste,CE,Itarema,230655,Perfil 7 - Extrema Pobreza
Nordeste,CE,Itatira,230660,Perfil 7 - Extrema Pobreza
Nordeste,CE,Jaguaretama,230670,Perfil 7 - Extrema Pobreza
Nordeste,CE,Jaguaribara,230680,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Jaguaribe,230690,Perfil 7 - Extrema Pobreza
Nordeste,CE,Jaguaruana,230700,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Jardim,230710,Perfil 7 - Extrema Pobreza
Nordeste,CE,Jati,230720,Perfil 7 - Extrema Pobreza
Nordeste,CE,Jijoca de Jericoacoara,230725,Perfil 7 - Extrema Pobreza
Nordeste,CE,Juazeiro do Norte,230730,Perfil 5 - G100
Nordeste,CE,Jucás,230740,Perfil 7 - Extrema Pobreza
Nordeste,CE,Lavras da Mangabeira,230750,Perfil 7 - Extrema Pobreza
Nordeste,CE,Limoeiro do Norte,230760,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Madalena,230763,Perfil 7 - Extrema Pobreza
Nordeste,CE,Maracanaú,230765,Perfil 3 - Capitais e RM
Nordeste,CE,Maranguape,230770,Perfil 5 - G100
Nordeste,CE,Marco,230780,Perfil 7 - Extrema Pobreza
Nordeste,CE,Martinópole,230790,Perfil 7 - Extrema Pobreza
Nordeste,CE,Massapê,230800,Perfil 7 - Extrema Pobreza
Nordeste,CE,Mauriti,230810,Perfil 7 - Extrema Pobreza
Nordeste,CE,Meruoca,230820,Perfil 6 - Áreas vulneráveis
Nordeste,CE,Milagres,230830,Perfil 7 - Extrema Pobreza
Nordeste,CE,Milhã,230835,Perfil 7 - Extrema Pobreza
Nordeste,CE,Miraíma,230837,Perfil 7 - Extrema Pobreza
Nordeste,CE,Missão Velha,230840,Perfil 7 - Extrema Pobreza
Nordeste,CE,Mombaça,230850,Perfil 7 - Extrema Pobreza
